,league,season,game,team,player,jersey_number,nation,pos,age,min,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Int,Tkl+Int,Clr,Err,game_id
9144,ENG-Premier League,2324,2024-04-06 Crystal Palace-Manchester City,Manchester City,Rodri,16,ESP,DM,27-289,73,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,fca82852
9145,ENG-Premier League,2324,2024-04-06 Crystal Palace-Manchester City,Manchester City,Rúben Dias,3,POR,CB,26-328,90,1,1,0,1,0,0,1,0.0,1,1,1,0,0,1,1,0,fca82852
9146,ENG-Premier League,2324,2024-04-06 Crystal Palace-Manchester City,Manchester City,Stefan Ortega,18,GER,GK,31-152,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,fca82852
9461,ENG-Premier League,2324,2024-04-13 Manchester City-Luton Town,Manchester City,Ederson,31,BRA,GK,30-240,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,40128bc4
9462,ENG-Premier League,2324,2024-04-13 Manchester City-Luton Town,Manchester City,Erling Haaland,9,NOR,FW,23-267,80,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,40128bc4
9463,ENG-Premier League,2324,2024-04-13 Manchester City-Luton Town,Manchester City,Jeremy Doku,11,BEL,LW,21-322,90,1,1,0,0,1,0,0,,0,2,0,2,0,1,0,0,40128bc4
9464,ENG-Premier League,2324,2024-04-13 Manchester City-Luton Town,Manchester City,Joško Gvardiol,24,CRO,LB,22-081,90,3,0,0,3,0,1,2,50.0,1,0,0,0,0,3,2,1,40128bc4
9465,ENG-Premier League,2324,2024-04-13 Manchester City-Luton Town,Manchester City,Julián Álvarez,19,ARG,"RW,FW",24-073,90,3,3,2,1,0,0,0,,0,2,0,2,0,3,0,0,40128bc4
9466,ENG-Premier League,2324,2024-04-13 Manchester City-Luton Town,Manchester City,Kevin De Bruyne,17,BEL,AM,32-290,80,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,40128bc4
9467,ENG-Premier League,2324,2024-04-13 Manchester City-Luton Town,Manchester City,Manuel Akanji,25,SUI,CB,28-269,90,3,2,0,1,2,1,1,100.0,0,0,0,0,2,5,1,0,40128bc4
9468,ENG-Premier League,2324,2024-04-13 Manchester City-Luton Town,Manchester City,Mateo Kovačić,8,CRO,DM,29-343,90,5,4,1,3,1,1,1,100.0,0,0,0,0,0,5,0,0,40128bc4
9469,ENG-Premier League,2324,2024-04-13 Manchester City-Luton Town,Manchester City,Matheus Nunes,27,POR,DM,25-230,90,1,1,0,1,0,1,5,20.0,4,0,0,0,1,2,0,1,40128bc4
9470,ENG-Premier League,2324,2024-04-13 Manchester City-Luton Town,Manchester City,Oscar Bobb,52,NOR,AM,20-276,10,1,1,0,0,1,0,0,,0,1,0,1,1,2,0,0,40128bc4
9471,ENG-Premier League,2324,2024-04-13 Manchester City-Luton Town,Manchester City,Rico Lewis,82,ENG,RB,19-144,90,1,1,0,1,0,0,0,,0,0,0,0,0,1,1,0,40128bc4
9472,ENG-Premier League,2324,2024-04-13 Manchester City-Luton Town,Manchester City,Rúben Dias,3,POR,CB,26-335,90,2,0,1,0,1,0,0,,0,2,0,2,0,2,1,0,40128bc4
9473,ENG-Premier League,2324,2024-04-13 Manchester City-Luton Town,Manchester City,Sergio Gómez,21,ESP,RW,23-222,10,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,40128bc4
10038,ENG-Premier League,2324,2024-04-25 Brighton-Manchester City,Manchester City,Bernardo Silva,20,POR,RM,29-259,77,1,1,0,0,1,0,1,0.0,1,1,0,1,2,3,1,0,45bb8cac
10039,ENG-Premier League,2324,2024-04-25 Brighton-Manchester City,Manchester City,Ederson,31,BRA,GK,30-252,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,45bb8cac
10040,ENG-Premier League,2324,2024-04-25 Brighton-Manchester City,Manchester City,Jack Grealish,10,ENG,LM,28-228,20,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,45bb8cac
10041,ENG-Premier League,2324,2024-04-25 Brighton-Manchester City,Manchester City,Jeremy Doku,11,BEL,RM,21-334,13,1,1,0,0,1,0,0,,0,0,0,0,0,1,0,0,45bb8cac
10042,ENG-Premier League,2324,2024-04-25 Brighton-Manchester City,Manchester City,Joško Gvardiol,24,CRO,LB,22-093,90,2,0,1,0,1,0,1,0.0,1,3,0,3,1,3,0,0,45bb8cac
10043,ENG-Premier League,2324,2024-04-25 Brighton-Manchester City,Manchester City,Julián Álvarez,19,ARG,FW,24-085,90,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,0,0,45bb8cac
10044,ENG-Premier League,2324,2024-04-25 Brighton-Manchester City,Manchester City,Kevin De Bruyne,17,BEL,CM,32-302,71,1,1,0,1,0,1,1,100.0,0,0,0,0,0,1,1,0,45bb8cac
10045,ENG-Premier League,2324,2024-04-25 Brighton-Manchester City,Manchester City,Kyle Walker,2,ENG,RB,33-333,78,0,0,0,0,0,0,0,,0,1,1,0,0,0,0,0,45bb8cac
10046,ENG-Premier League,2324,2024-04-25 Brighton-Manchester City,Manchester City,Manuel Akanji,25,SUI,CB,28-281,90,2,1,1,1,0,2,3,66.7,1,1,0,1,0,2,2,0,45bb8cac
10047,ENG-Premier League,2324,2024-04-25 Brighton-Manchester City,Manchester City,Mateo Kovačić,8,CRO,CM,29-355,90,1,1,0,0,1,0,0,,0,2,0,2,0,1,0,0,45bb8cac
10048,ENG-Premier League,2324,2024-04-25 Brighton-Manchester City,Manchester City,Matheus Nunes,27,POR,CM,25-242,19,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,45bb8cac
10049,ENG-Premier League,2324,2024-04-25 Brighton-Manchester City,Manchester City,Nathan Aké,6,NED,CB,29-067,90,1,1,0,0,1,0,2,0.0,2,0,0,0,1,2,3,0,45bb8cac
10050,ENG-Premier League,2324,2024-04-25 Brighton-Manchester City,Manchester City,Phil Foden,47,ENG,LM,23-333,70,1,1,1,0,0,0,0,,0,0,0,0,0,1,1,0,45bb8cac
10051,ENG-Premier League,2324,2024-04-25 Brighton-Manchester City,Manchester City,Rico Lewis,82,ENG,RB,19-156,12,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,45bb8cac
10052,ENG-Premier League,2324,2024-04-25 Brighton-Manchester City,Manchester City,Rodri,16,ESP,DM,27-308,78,1,1,1,0,0,0,0,,0,0,0,0,1,2,0,0,45bb8cac
10053,ENG-Premier League,2324,2024-04-25 Brighton-Manchester City,Manchester City,Sergio Gómez,21,ESP,DM,23-234,12,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,45bb8cac
10287,ENG-Premier League,2324,2024-04-28 Nott'ham Forest-Manchester City,Manchester City,Bernardo Silva,20,POR,"RW,CM",29-262,90,3,0,1,0,2,1,2,50.0,1,0,0,0,2,5,0,0,80bbb25e
10288,ENG-Premier League,2324,2024-04-28 Nott'ham Forest-Manchester City,Manchester City,Ederson,31,BRA,GK,30-255,45,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,80bbb25e
10289,ENG-Premier League,2324,2024-04-28 Nott'ham Forest-Manchester City,Manchester City,Erling Haaland,9,NOR,FW,23-282,29,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,80bbb25e
10290,ENG-Premier League,2324,2024-04-28 Nott'ham Forest-Manchester City,Manchester City,Jack Grealish,10,ENG,"LM,LW",28-231,61,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,80bbb25e
10291,ENG-Premier League,2324,2024-04-28 Nott'ham Forest-Manchester City,Manchester City,Jeremy Doku,11,BEL,RM,21-337,45,1,0,1,0,0,0,1,0.0,1,0,0,0,1,2,0,0,80bbb25e
10292,ENG-Premier League,2324,2024-04-28 Nott'ham Forest-Manchester City,Manchester City,Joško Gvardiol,24,CRO,LB,22-096,90,1,1,1,0,0,1,1,100.0,0,3,2,1,0,1,1,0,80bbb25e
10293,ENG-Premier League,2324,2024-04-28 Nott'ham Forest-Manchester City,Manchester City,Julián Álvarez,19,ARG,"FW,LW",24-088,88,1,1,0,0,1,1,3,33.3,2,0,0,0,0,1,0,0,80bbb25e
10294,ENG-Premier League,2324,2024-04-28 Nott'ham Forest-Manchester City,Manchester City,Kevin De Bruyne,17,BEL,"CM,AM",32-305,88,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,0,0,80bbb25e
10295,ENG-Premier League,2324,2024-04-28 Nott'ham Forest-Manchester City,Manchester City,Kyle Walker,2,ENG,RB,33-336,90,3,2,0,3,0,0,3,0.0,3,0,0,0,1,4,0,0,80bbb25e
10296,ENG-Premier League,2324,2024-04-28 Nott'ham Forest-Manchester City,Manchester City,Manuel Akanji,25,SUI,CB,28-284,90,2,2,2,0,0,1,1,100.0,0,1,0,1,0,2,0,0,80bbb25e
10297,ENG-Premier League,2324,2024-04-28 Nott'ham Forest-Manchester City,Manchester City,Mateo Kovačić,8,CRO,DM,29-358,45,3,2,2,1,0,2,2,100.0,0,2,0,2,0,3,2,0,80bbb25e
10298,ENG-Premier League,2324,2024-04-28 Nott'ham Forest-Manchester City,Manchester City,Matheus Nunes,27,POR,AM,25-245,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,80bbb25e
10299,ENG-Premier League,2324,2024-04-28 Nott'ham Forest-Manchester City,Manchester City,Nathan Aké,6,NED,CB,29-070,90,1,1,0,1,0,0,0,,0,2,0,2,1,2,6,0,80bbb25e
10300,ENG-Premier League,2324,2024-04-28 Nott'ham Forest-Manchester City,Manchester City,Oscar Bobb,52,NOR,LW,20-291,2,1,0,0,0,1,1,1,100.0,0,0,0,0,0,1,0,0,80bbb25e
10301,ENG-Premier League,2324,2024-04-28 Nott'ham Forest-Manchester City,Manchester City,Rodri,16,ESP,DM,27-311,90,4,4,1,2,1,0,0,,0,1,1,0,1,5,2,0,80bbb25e
10302,ENG-Premier League,2324,2024-04-28 Nott'ham Forest-Manchester City,Manchester City,Stefan Ortega,18,GER,GK,31-174,45,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,80bbb25e
10499,ENG-Premier League,2324,2024-05-04 Manchester City-Wolves,Manchester City,Bernardo Silva,20,POR,RW,29-268,79,1,1,1,0,0,0,1,0.0,1,0,0,0,0,1,0,0,5a9032bf
10500,ENG-Premier League,2324,2024-05-04 Manchester City-Wolves,Manchester City,Ederson,31,BRA,GK,30-261,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,5a9032bf
10501,ENG-Premier League,2324,2024-05-04 Manchester City-Wolves,Manchester City,Erling Haaland,9,NOR,FW,23-288,81,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,5a9032bf
10502,ENG-Premier League,2324,2024-05-04 Manchester City-Wolves,Manchester City,Jack Grealish,10,ENG,LW,28-237,11,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,5a9032bf
10503,ENG-Premier League,2324,2024-05-04 Manchester City-Wolves,Manchester City,Jeremy Doku,11,BEL,RW,21-343,11,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,5a9032bf
10504,ENG-Premier League,2324,2024-05-04 Manchester City-Wolves,Manchester City,John Stones,5,ENG,CB,29-342,22,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,5a9032bf
10505,ENG-Premier League,2324,2024-05-04 Manchester City-Wolves,Manchester City,Joško Gvardiol,24,CRO,LB,22-102,90,3,2,1,2,0,1,2,50.0,1,1,0,1,0,3,2,0,5a9032bf
10506,ENG-Premier League,2324,2024-05-04 Manchester City-Wolves,Manchester City,Julián Álvarez,19,ARG,FW,24-094,9,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,5a9032bf
10507,ENG-Premier League,2324,2024-05-04 Manchester City-Wolves,Manchester City,Kevin De Bruyne,17,BEL,AM,32-311,78,0,0,0,0,0,0,2,0.0,2,0,0,0,1,1,0,0,5a9032bf
10508,ENG-Premier League,2324,2024-05-04 Manchester City-Wolves,Manchester City,Kyle Walker,2,ENG,RB,33-342,90,2,1,1,1,0,2,2,100.0,0,1,1,0,0,2,0,0,5a9032bf
10509,ENG-Premier League,2324,2024-05-04 Manchester City-Wolves,Manchester City,Manuel Akanji,25,SUI,CB,28-290,90,2,1,0,1,1,1,2,50.0,1,1,0,1,1,3,0,0,5a9032bf
10510,ENG-Premier League,2324,2024-05-04 Manchester City-Wolves,Manchester City,Mateo Kovačić,8,CRO,DM,29-364,90,1,0,0,1,0,1,3,33.3,2,1,0,1,2,3,0,0,5a9032bf
10511,ENG-Premier League,2324,2024-05-04 Manchester City-Wolves,Manchester City,Matheus Nunes,27,POR,AM,25-251,12,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,5a9032bf
10512,ENG-Premier League,2324,2024-05-04 Manchester City-Wolves,Manchester City,Nathan Aké,6,NED,CB,29-076,68,1,1,0,1,0,1,1,100.0,0,1,0,1,0,1,0,0,5a9032bf
10513,ENG-Premier League,2324,2024-05-04 Manchester City-Wolves,Manchester City,Phil Foden,47,ENG,LW,23-342,79,1,0,0,0,1,1,2,50.0,1,1,0,1,0,1,0,0,5a9032bf
10514,ENG-Premier League,2324,2024-05-04 Manchester City-Wolves,Manchester City,Rodri,16,ESP,DM,27-317,90,2,0,0,2,0,0,3,0.0,3,1,0,1,1,3,0,0,5a9032bf
10755,ENG-Premier League,2324,2024-05-11 Fulham-Manchester City,Manchester City,Bernardo Silva,20,POR,"RW,DM",29-275,90,0,0,0,0,0,0,1,0.0,1,4,0,4,0,0,2,0,4e211d29
10756,ENG-Premier League,2324,2024-05-11 Fulham-Manchester City,Manchester City,Ederson,31,BRA,GK,30-268,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,4e211d29
10757,ENG-Premier League,2324,2024-05-11 Fulham-Manchester City,Manchester City,Erling Haaland,9,NOR,FW,23-295,81,1,1,0,0,1,0,0,,0,1,0,1,0,1,1,0,4e211d29
10758,ENG-Premier League,2324,2024-05-11 Fulham-Manchester City,Manchester City,Jeremy Doku,11,BEL,LW,21-350,16,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,4e211d29
10759,ENG-Premier League,2324,2024-05-11 Fulham-Manchester City,Manchester City,Joško Gvardiol,24,CRO,LB,22-109,90,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,0,0,4e211d29
10760,ENG-Premier League,2324,2024-05-11 Fulham-Manchester City,Manchester City,Julián Álvarez,19,ARG,FW,24-101,9,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,4e211d29
10761,ENG-Premier League,2324,2024-05-11 Fulham-Manchester City,Manchester City,Kevin De Bruyne,17,BEL,AM,32-318,74,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,4e211d29
10762,ENG-Premier League,2324,2024-05-11 Fulham-Manchester City,Manchester City,Kyle Walker,2,ENG,RB,33-349,69,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,4e211d29
10763,ENG-Premier League,2324,2024-05-11 Fulham-Manchester City,Manchester City,Manuel Akanji,25,SUI,"CB,RB",28-297,90,2,1,1,1,0,0,1,0.0,1,0,0,0,0,2,1,0,4e211d29
10764,ENG-Premier League,2324,2024-05-11 Fulham-Manchester City,Manchester City,Mateo Kovačić,8,CRO,DM,30-005,81,0,0,0,0,0,0,1,0.0,1,1,0,1,1,1,0,0,4e211d29
10765,ENG-Premier League,2324,2024-05-11 Fulham-Manchester City,Manchester City,Nathan Aké,6,NED,CB,29-083,21,0,0,0,0,0,0,0,,0,1,0,1,1,1,1,0,4e211d29
10766,ENG-Premier League,2324,2024-05-11 Fulham-Manchester City,Manchester City,Oscar Bobb,52,NOR,RW,20-304,9,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,4e211d29
10767,ENG-Premier League,2324,2024-05-11 Fulham-Manchester City,Manchester City,Phil Foden,47,ENG,"LW,AM",23-349,81,2,2,0,1,1,0,2,0.0,2,2,0,2,0,2,1,0,4e211d29
10768,ENG-Premier League,2324,2024-05-11 Fulham-Manchester City,Manchester City,Rico Lewis,82,ENG,"AM,DM",19-172,9,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,4e211d29
10769,ENG-Premier League,2324,2024-05-11 Fulham-Manchester City,Manchester City,Rodri,16,ESP,DM,27-324,90,1,1,0,0,1,1,1,100.0,0,0,0,0,1,2,1,0,4e211d29
10770,ENG-Premier League,2324,2024-05-11 Fulham-Manchester City,Manchester City,Rúben Dias,3,POR,CB,26-363,90,1,0,0,0,1,0,0,,0,0,0,0,3,4,3,0,4e211d29
10984,ENG-Premier League,2324,2024-05-14 Tottenham-Manchester City,Manchester City,Bernardo Silva,20,POR,RW,29-278,90,2,0,0,1,1,1,3,33.3,2,6,1,5,1,3,1,0,2ba17e6d
10985,ENG-Premier League,2324,2024-05-14 Tottenham-Manchester City,Manchester City,Ederson,31,BRA,GK,30-271,68,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,2ba17e6d
10986,ENG-Premier League,2324,2024-05-14 Tottenham-Manchester City,Manchester City,Erling Haaland,9,NOR,FW,23-298,89,0,0,0,0,0,0,0,,0,1,0,1,0,0,2,0,2ba17e6d
10987,ENG-Premier League,2324,2024-05-14 Tottenham-Manchester City,Manchester City,Jeremy Doku,11,BEL,LW,21-353,22,1,0,0,0,1,0,1,0.0,1,0,0,0,0,1,1,0,2ba17e6d
10988,ENG-Premier League,2324,2024-05-14 Tottenham-Manchester City,Manchester City,Joško Gvardiol,24,CRO,LB,22-112,90,3,2,2,1,0,2,2,100.0,0,5,0,5,3,6,3,0,2ba17e6d
10989,ENG-Premier League,2324,2024-05-14 Tottenham-Manchester City,Manchester City,Julián Álvarez,19,ARG,FW,24-104,1,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,0,0,2ba17e6d
10990,ENG-Premier League,2324,2024-05-14 Tottenham-Manchester City,Manchester City,Kevin De Bruyne,17,BEL,AM,32-321,68,2,2,0,0,2,1,1,100.0,0,0,0,0,1,3,0,0,2ba17e6d
10991,ENG-Premier League,2324,2024-05-14 Tottenham-Manchester City,Manchester City,Kyle Walker,2,ENG,RB,33-352,90,3,2,2,1,0,2,2,100.0,0,0,0,0,0,3,1,0,2ba17e6d
10992,ENG-Premier League,2324,2024-05-14 Tottenham-Manchester City,Manchester City,Manuel Akanji,25,SUI,CB,28-300,90,1,0,1,0,0,1,1,100.0,0,2,0,2,0,1,4,1,2ba17e6d
10993,ENG-Premier League,2324,2024-05-14 Tottenham-Manchester City,Manchester City,Mateo Kovačić,8,CRO,DM,30-008,90,3,2,1,2,0,2,3,66.7,1,3,0,3,3,6,0,0,2ba17e6d
10994,ENG-Premier League,2324,2024-05-14 Tottenham-Manchester City,Manchester City,Phil Foden,47,ENG,"LW,AM",23-352,90,0,0,0,0,0,0,0,,0,4,0,4,0,0,0,0,2ba17e6d
10995,ENG-Premier League,2324,2024-05-14 Tottenham-Manchester City,Manchester City,Rodri,16,ESP,DM,27-327,90,4,3,3,1,0,1,4,25.0,3,1,0,1,1,5,1,0,2ba17e6d
10996,ENG-Premier League,2324,2024-05-14 Tottenham-Manchester City,Manchester City,Rúben Dias,3,POR,CB,27-000,90,1,1,1,0,0,0,0,,0,1,1,0,2,3,1,0,2ba17e6d
10997,ENG-Premier League,2324,2024-05-14 Tottenham-Manchester City,Manchester City,Stefan Ortega,18,GER,GK,31-190,22,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,2ba17e6d
11325,ENG-Premier League,2324,2024-05-19 Manchester City-West Ham,Manchester City,Bernardo Silva,20,POR,RM,29-283,90,1,0,0,1,0,1,1,100.0,0,0,0,0,0,1,0,0,29335211
11326,ENG-Premier League,2324,2024-05-19 Manchester City-West Ham,Manchester City,Erling Haaland,9,NOR,FW,23-303,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,29335211
11327,ENG-Premier League,2324,2024-05-19 Manchester City-West Ham,Manchester City,Jeremy Doku,11,BEL,LM,21-358,90,5,1,1,1,3,0,0,,0,2,0,2,0,5,0,0,29335211
11328,ENG-Premier League,2324,2024-05-19 Manchester City-West Ham,Manchester City,Joško Gvardiol,24,CRO,LB,22-117,90,5,1,2,1,2,1,3,33.3,2,0,0,0,1,6,0,0,29335211
11329,ENG-Premier League,2324,2024-05-19 Manchester City-West Ham,Manchester City,Kevin De Bruyne,17,BEL,CM,32-326,90,3,0,0,0,3,1,2,50.0,1,0,0,0,0,3,0,0,29335211
11330,ENG-Premier League,2324,2024-05-19 Manchester City-West Ham,Manchester City,Kyle Walker,2,ENG,RB,33-357,90,2,1,1,1,0,0,0,,0,0,0,0,4,6,3,0,29335211
11331,ENG-Premier League,2324,2024-05-19 Manchester City-West Ham,Manchester City,Manuel Akanji,25,SUI,CB,28-305,70,1,1,0,1,0,0,1,0.0,1,0,0,0,0,1,1,0,29335211
11332,ENG-Premier League,2324,2024-05-19 Manchester City-West Ham,Manchester City,Mateo Kovačić,8,CRO,CM,30-013,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,29335211
11333,ENG-Premier League,2324,2024-05-19 Manchester City-West Ham,Manchester City,Nathan Aké,6,NED,CB,29-091,20,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,29335211
11334,ENG-Premier League,2324,2024-05-19 Manchester City-West Ham,Manchester City,Phil Foden,47,ENG,CM,23-357,89,0,0,0,0,0,0,2,0.0,2,1,0,1,0,0,0,0,29335211
11335,ENG-Premier League,2324,2024-05-19 Manchester City-West Ham,Manchester City,Rodri,16,ESP,DM,27-332,90,1,0,0,1,0,0,1,0.0,1,2,0,2,1,2,0,0,29335211
11336,ENG-Premier League,2324,2024-05-19 Manchester City-West Ham,Manchester City,Rúben Dias,3,POR,CB,27-005,90,1,1,0,1,0,1,1,100.0,0,1,0,1,0,1,0,0,29335211
11337,ENG-Premier League,2324,2024-05-19 Manchester City-West Ham,Manchester City,Stefan Ortega,18,GER,GK,31-195,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,29335211
